Title,Categories,Servings,Ingredients,Generated Recipe - Baseline 1,Generated Recipe - Baseline 2,Generated Recipe - Extended 1,Generated Recipe - Extended 2
rice endive soup,soups/stews	appetizers	italian	vegetarian	rice/grains,8 servings,"1 c  uncooked rice	10 ea ripe plum tomatoes, chopped, hopepd onions                           -- or 28 oz can whole plum	2 ea celery stalks, sliced	-- tomatoes, crushed	2 sm carrots, peeled & cut into	1 ea head curly endive, chopped - half moons                     1/2 c  chopped fresh parsley	3 tb olive oil	1 1/2 tb chopped fresh basil	3 c  vegetable stock	salt & pepper","in a large skillet , heat oil in a large skillet over medium-high heat . add onion and saute until tender . add remaining ingredients and stir until well blended . add remaining ingredients and mix well . pour into greased 9 x 9 x 9 x 9 x 9 x 9 x 9 x","in a large skillet , heat oil over medium heat . add onion , celery , carrots , onion , celery , carrots , and onion . cook over medium heat until hot . add onion , celery , carrots , and cook until softened , about 3 minutes . add tomatoes , and cook",in a large saucepan bring the water to a boil add the salt and pepper and cook for minutes add the stock and cook for minutes add the tomatoes and cook for minutes or until the rice is tender,in a large skillet over medium heat add the onion and garlic and cook until the onion is tender add the onion and cook for minutes add the onion and cook for minutes add the tomatoes and cook for
aromatic beef cold,loo	chinese	beef,8 servings,"2 lb beef bottom round, fat trimmed	oil	4 oz soy sauce	6 oz dry sherry	4    garlic cloves	2    ginger slices	3    scallions, in 1"" lengths	1    cinnamon stick	1    star anise star	4    basil sprigs	1 tb sugar	water to cover	2 tb gelatin	4 oz cold water	sesame oil","in a large skillet , heat oil in a large skillet over medium-high heat . add onion and saute until tender . add remaining ingredients and stir until well blended . add remaining ingredients and mix well . pour into greased 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x","in a large skillet , heat the oil over medium-high heat . add the onion , garlic , and cook over medium heat until the meat is no longer pink . add the garlic , ginger , and garlic , and cook over medium heat until the vegetables are tender . add the remaining ingredients except the rice , and stir until the vegetables are tender-crisp . stir in the reserved liquid , and the cheese . stir in the reserved liquid .  <EOS>",in a large saucepan bring to a boil add the soy sauce and cook for minutes add the water and cook for minutes add the water and cook for minutes add the water and cook for minutes add the soy sauce and cook for minutes add the water and cook for minutes add the soy sauce and cook for minutes add the water and cook for minutes add the water and cook for minutes add the water and cook for minutes add the water and cook for minutes add the water and cook for minutes add the water and cook for minutes add water and cook for minutes or until tender drain,in a large skillet over medium heat add the onion and garlic and cook until the onion is tender add the onion and cook for minutes add the tomatoes and cook for minutes add the tomatoes and cook for minutes add the tomatoes and cook for minutes add the rice and stir fry for minutes add the remaining ingredients and cook for minutes add the rice and the sauce and cook for minutes add the remaining ingredients and stir fry for minutes add the remaining ingredients and stir until the mixture is absorbed and the sauce is absorbed add the remaining ingredients and cook for minutes add the rice and stir fry
aromatic chicken rice malaysia,malaysia	chicken	ceideburg 2,4 servings,3 c  cooked rice	1    chicken (3 pounds)	1    onion	3 tb sesame oil	2 tb light soy sauce	1/2 ts salt	1/4 ts pepper,combine all ingredients in a large bowl . mix well . pour into a greased 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 9 x 13 x 9 x 13 x 9 x 13,"in a bowl , combine all ingredients except chicken . mix well . add chicken and cook over medium heat until chicken is no longer pink . remove from heat and let stand for 10 minutes . serve with rice .  <EOS>",combine all ingredients except chicken broth and chicken broth and bring to a boil over high heat reduce heat to low and simmer for minutes or until thickened and bubbly serve hot <EOS>,in a large skillet over medium heat add the onion and saute until the onion is tender add the garlic and cook for minutes add the tomatoes and cook until the onion is tender add the garlic and cook for minutes add the rice and stir fry for minutes add the remaining ingredients and cook for minutes add the remaining ingredients and stir fry for minutes add the remaining ingredients and cook for minutes add the rice and stir fry for minutes add the remaining ingredients and cook for minutes add the rice and stir fry
asparagus lasagna,vegetables	pasta,8 servings,"4 lb asparagus, trimmed	3 tb extra-virgin olive oil	6    7 by 6 1/4 inch sheets	no boil lasagna noodles	1/8 lb unsalted butter	1/4 c  all-purpose flour	1 1/2 c  chicken broth	1/2 c  water	7 oz mild goat cheese	such as montrachet	1 ts freshly grated lemon	zest, or to taste	1 2/3 c  freshly grated	parmesan cheese	1 c  heavy cream",TRIMMED DATA,TRIMMED DATA,TRIMMED DATA,TRIMMED DATA
auld alliance,cheese	scottish,4 servings,350 g  roquefort cheese	whisky,"in a large skillet , heat oil in a large skillet over medium-high heat . add onion and cook until tender . add remaining ingredients and stir until well blended . add remaining ingredients","in a large skillet , heat the oil over medium-high heat . add the onion and cook until the sugar is dissolved . add the remaining ingredients . stir in the cream cheese ,",combine all ingredients in a blender container and blend until smooth pour over the cheese and toss gently serve immediately <EOS>,in a large bowl combine the butter and salt and pepper in a large bowl and add the rest of the ingredients and the mixture and the mixture
green-olive relish,relishes,4 servings,"1/4 c  pitted,cured green olives	1/4 c  olive oil, extra-virg. pref.	1 ts minced garlic	1/4 c  fresh lemon juice	1/2    med. red onion, diced small	salt and freshly ground	1/4 c  chopped fresh parsley	- black pepper to taste",combine all ingredients in a large bowl . mix well . pour into a greased 9 x 9 x 9 x 9 x 9 x,"in a large skillet , heat oil over medium-high heat . add onion , garlic , and cook until softened , about 3 minutes .",in a large bowl combine the first ingredients in a blender container and blend until smooth and creamy,in a large skillet over medium heat add the onion and saute until the onion is tender add
carne guzado,beef	spices/etc.	mexican,6 servings,"1 lb stew meat	2    cloves garlic, crushed	2 tb cooking oil	1 ts chili powder	3 oz tomato paste (optional not	1/2 ts cumin recommended)                       2 sm chiles serranos, chopped	10 1/2 oz beef broth bouillon	3/4 c  water	1/2 ts black pepper","in a large skillet , heat oil in a large skillet over medium-high heat . add onion and saute until tender . add remaining ingredients and stir until well blended . add remaining ingredients and mix well . pour into greased 9 '' pie plate . bake at 350 degrees for 30 minutes .  <EOS>","in a large saucepan , combine all ingredients except garlic . add the remaining ingredients . cover and simmer for 30 minutes . serve with a dollop of hot water .  <EOS>",in a large saucepan heat oil over medium heat add garlic chili paste and cook stirring until thickened add chili paste chili paste and pepper flakes and cook for minutes add tomato paste and cook stirring constantly until thickened add tomato paste and pepper cook stirring until thickened and bubbly add chili paste and,in a large skillet over medium heat add the onion and garlic and cook for minutes add the onion and cook for minutes add the onion and cook until the onion is tender add the garlic and cook for minutes add the rice and stir fry for minutes add the remaining ingredients and cook
pollo pibil,mexican	poultry,4 servings,"1    garlic clove	-including center rib	3    tbl. vegetable oil	1    (3 lb) chicken, quartered	1    med. onion, sliced	salt	4    lg. banana leaf sections, 't have banana leaves for this yucatan specialty, use foil only.",TRIMMED DATA,TRIMMED DATA,TRIMMED DATA,TRIMMED DATA
how to grill eggplant,digest	feb95,1 servings,x  eggplant	x  oil	x  balsamic vinegar	x  herbs of choice,"in a large skillet , heat oil in a large skillet over medium-high heat . add onion and cook until tender . add remaining ingredients and stir until smooth . add remaining ingredients and mix well . pour into greased 9 '' pie plate . bake at 350 degrees for 30 minutes .  <EOS>","in a large bowl , combine all ingredients . mix well . in a separate bowl , combine the egg , and salt . add the egg and mix well . add the remaining ingredients . mix well .  <EOS>",in a large bowl combine the first ingredients mix well and let stand for minutes before serving <EOS>,in a large skillet over medium heat add the onion and garlic and cook for minutes add the remaining ingredients and stir until the mixture is smooth and the mixture is reached to the mixture is reached to the mixture is reached to the mixture is too thick and about minutes rrb add the remaining ingredients and the sauce
hunan marinade,marinades,1 cup,1/4 c  plus 1 tbs hoisin sauce	3 tb honey	2 tb soy sauce	2 tb dry sherry	2 tb sesame seeds	1    jalapeno chile seeded and minced	1 tb sesame oil	1 tb curry powder	1 tb orange zest finely grated	1 tb fermented black beans,"in a large skillet , heat oil in a large skillet over medium-high heat . add onion and saute until tender . add remaining ingredients and stir until well blended . add remaining","in a large bowl , combine all ingredients except the fish and mix well . add the rest of the ingredients . cover and refrigerate for at least one hour .  <EOS>",combine ingredients in a large saucepan bring to a boil over high heat reduce heat and simmer for minutes or until the beans are tender drain,in a large skillet over medium heat add the onion and saute until golden add the onion and saute for minutes add the garlic and cook
hungarian christmas bread,breads	hungarian,2 servings,"1 pk dry yeast	1 ts sugar	2/3 c  warm water	1 c  butter, at room temperature	1/4 c  sugar	1/2 ts salt	2 tb grated lemon peel	1/4 c  nonfat dry milk	2 1/2    to 3-1/2 cups unbleached flour	1 c  ground poppy seeds	1 c  sugar	1/2 c  raisins	1/2 c  milk	glaze:	1    egg beaten with 1 tsp wat",TRIMMED DATA,TRIMMED DATA,TRIMMED DATA,TRIMMED DATA
hungrymans stew venison,wild game	main dish	hungarian,6 servings,"3 lb venison	2    onions, chopped	3 tb worchestershire sauce	2 lb potatoes	1 cn green beans	1 cn wax beans	1 cn corn	1 lb carrots, sliced	2 qt water	2 ts seasoned salt	1 ts pepper	2 ts oregano	2 ts garlic powder	4 tb cornstarch","in a large skillet , heat oil in a large skillet over medium-high heat . add onion and saute until tender . add remaining ingredients and stir until well blended . add remaining ingredients and mix well . pour into greased 9 '' pie plate . bake at 350 degrees for 30 minutes .  <EOS>","in a large skillet , heat the oil over medium heat . add the onion and garlic . cook over medium heat until the meat is tender . add the beans and cook until the onion is tender . add the beans and cook until the beans are tender . add the beans and cook until the beans are tender . add the beans and cook until the beans are cooked . add the beans and cook over low heat until the vegetables are tender . stir in the beans , and the cheese . cover and simmer for about 20",in a large saucepan bring to a boil add beans and cook for minutes or until tender drain off the beans discard the liquid and add the beans and cook for minutes add the beans and cook for minutes or until the beans are tender and the liquid has evaporated add the beans and cook for minutes or until the beans are tender serve hot <EOS>,in a large skillet over medium heat add the onion and garlic and cook for minutes add the onion and cook for minutes add the onion and cook until the onion is tender add the garlic and cook for minutes add the tomatoes and cook for minutes add the rice and stir fry for minutes add the remaining ingredients and cook for minutes add the rice and stir fry for minutes add the remaining
